Comment;Province ID;Red;Green;Blue;Province Name;Empire;Kingdom;Duchy;Culture;Religion;Terrain;Climate;Holdings;Capital;Holding 2;Holding 3;Holding 4;Holding 5;Holding 6;Holding 7;;;;
;2401;2;156;225;Tal Rond;Athel Loren;Anmyr;Wyldyr Anmyr;loren;asrai_cadai;;normal_winter;4;Tal Rond (U);Tal Scaraen;Blanore;Engrerawd;Galake;Arwenstar;Zeno;;;;
;2403;86;162;226;Tal Valerin;Athel Loren;Anmyr;Wyldyr Anmyr;loren;asrai_cadai;;normal_winter;3;Tal Valerin (U);Tal Garn;Eyrynnhv;Alirion;Astrolan-mar;Owaise;Tal Rhothomir;;;;
;2364;86;207;6;Tal Fyr Eternos;Athel Loren;Argwylon;Argwylon;loren;asrai_cadai;;normal_winter;4;Tal Fyr Eternos (U);Elyanore;Tal Ashaneth;Estaroth;Tal Phraan;Eldar-mar;Aolis;;;;
;2363;44;54;208;Locrimere;Athel Loren;Argwylon;Argwylon;loren;asrai_cadai;;normal_winter;5;Locrimere (U);Pryndrie;Bacuain;Tal Vesryn;Burolia;Erglareo;Tal Drannor;;;;
;2362;44;204;133;Naiados;Athel Loren;Argwylon;Argwylon;loren;asrai_cadai;;normal_winter;2;Naiados (U);Naevys;Athel Lathai;Faledver;Gyll;Erendriel;Tal Yealserin;;;;
;2365;128;45;79;Tal Enda Varian;Athel Loren;Argwylon;Argwylon;loren;asrai_cadai;;normal_winter;2;Tal Enda Varian (U);Tal Inveress;Uaena;Peremains;Glatiladr;Tollam;Avagune;;;;
;2360;2;51;80;Tal Esth;Athel Loren;Arranoc;Arranoc;loren;asrai_cadai;;normal_winter;4;Tal Esth (U);Tarsonnis;Amyn;Bleorion;Ilyrana;Uunuun;Kae-dom;;;;
;2358;170;198;132;Beithir Seun;Athel Loren;Arranoc;Arranoc;loren;asrai_cadai;;normal_winter;4;Beithir Seun (U);Engrerat;Ennar Asar;Tal Sharssen;Arnalune;Kandhis;Dorthor;;;;
;2361;2;201;5;Sumnos;Athel Loren;Arranoc;Arranoc;loren;asrai_cadai;;normal_winter;3;Sumnos (U);Ashnal;Penelo;Tal Martainn;Tal Tiriara;Oyinore;Lluner;;;;
;2357;86;42;206;Alarin;Athel Loren;Arranoc;Cythair;loren;asrai_cadai;;normal_winter;3;Alarin (U);Syla Ennar;Thalas;Imparoth;Gaeloch;Sariandi;Torvarayn;;;;
;2359;170;48;207;Ystin Lileath;Athel Loren;Arranoc;Cythair;loren;asrai_cadai;;normal_winter;3;Tal Celdines (U);Ystin Lileath (T) { holy_site = asrai_cadai };Lafarallin;Imperas;Aeson;Uldreiyn;Aloralas;;;;
;2387;44;114;218;Coeth-mara;Athel Loren;Atylwyth;Atylwyth;loren;asrai_cadai;;normal_winter;5;Coeth-mara (U);Raenic;Kuskyn;Aeneas;Vuus;Maever;Dindrawlwyd;;;;
;2389;128;120;219;Inverin;Athel Loren;Atylwyth;Atylwyth;loren;asrai_cadai;;normal_winter;2;Inverin (U);Tiriara;Tal Daen;Thafane;Raenostar;Athel Lyonwen;Tal Elin;;;;
;2386;2;111;90;Tal Amere;Athel Loren;Atylwyth;Atylwyth;loren;asrai_cadai;;normal_winter;2;Tal Amere (U);Kadyres;Lyithion;Gwalchacas;Arthwyngere;Athel Strynos;Condwingwain;;;;
;2385;170;108;217;Tal Drost;Athel Loren;Atylwyth;Atylwyth;loren;asrai_cadai;;normal_winter;4;Tal Drost (U);Ruvyn;Teirvydd;Arryn;Tavass;Asran;Bedirdin;;;;
;2388;86;117;91;Tal Mora;Athel Loren;Atylwyth;Atylwyth;loren;asrai_cadai;;normal_winter;3;Tal Mora (U);Tal Stonar;Nlossae;Offelane;Modrise;Dechtever;Guithi;;;;
;2391;2;126;93;Equos;Athel Loren;Cavaroc;Cavaroc;loren;asrai_cadai;;normal_winter;4;Equos (U);Yoroun;Inialos;Aever;Milren;Dinadeam;Ywaires;;;;
;2393;86;132;221;Cromarc;Athel Loren;Cavaroc;Cavaroc;loren;asrai_cadai;;normal_winter;3;Cromarc (U);Ilfathaes;Chaenath;Coureine;Dagohoot;Hakastar;Cynebar;;;;
;2390;170;123;92;Tal Amara;Athel Loren;Cavaroc;Cavaroc;loren;asrai_cadai;;normal_winter;2;Tal Amara (U);Olweneve;Tal Caern;Chomylla;Lalabala;Llorien-mara;Condwindelis;;;;
;2392;44;129;93;Yn Cavaroc;Athel Loren;Cavaroc;Cavaroc;loren;asrai_cadai;;normal_winter;3;Yn Cavaroc (U);Peririon;Rondstar;Ofaena;Elaines;Glaedos;Perigan;;;;
;2373;86;72;211;Cullodinen;Athel Loren;Cythral;Cythral;loren;asrai_cadai;;normal_winter;3;Cullodinen (U);Llothen;Ailas;Khyrmn;Grem;Rosario;Tal Kadyrd;;;;
;2375;170;78;212;Tyr Edrell;Athel Loren;Cythral;Cythral;loren;asrai_cadai;;normal_winter;2;Tyr Edrell (U);Farryn;Aelrue;Tal Elnael;Laan;Tal Alloralla;Ayla;;;;
;2374;128;75;84;Tyr Vanna;Athel Loren;Cythral;Cythral;loren;asrai_cadai;;normal_winter;3;Tyr Vanna (U);Kadygrenant;Bedin;Sharia;Tal Kharis;Larrel;Brevance;;;;
;2400;170;153;97;Festalym;Athel Loren;Fyr Darric;Fyr Darric;loren;asrai_cadai;;normal_winter;5;Festalym (U);Elanil;Tal Raibyr;Naertho-mara;Feno;Chasara;Tal Aeson;;;;
;2398;86;147;96;Threllock;Athel Loren;Fyr Darric;Fyr Darric;loren;asrai_cadai;;normal_winter;3;Threllock (U);Tal Kaas;Lethhonel;Trivres;Tal Twiduine;Hihnlan;Theoduin;;;;
;2399;128;150;224;Ystin Eldrazor;Athel Loren;Fyr Darric;Fyr Darric;loren;asrai_cadai;;normal_winter;4;Ystin Eldrazor (U);Tal Guine;Laenshe;Rina;Lyonte;Gahewn;Saevel;;;;
;2395;170;138;222;Talrennic;Athel Loren;Modryn;Modryn;loren;asrai_cadai;;normal_winter;4;Talrennic (U);Wrein;Llualwas;Zaleria;Silke;Merith;Shihon;;;;
;2397;44;144;223;Edryl Modr;Athel Loren;Modryn;Modryn;loren;asrai_cadai;;normal_winter;2;Edryl Modr (U);Teiwg;Eschallus;Athel Itharic;Escaraan;Emedell;Usunaar;;;;
;2394;128;135;94;Tal Stornos;Athel Loren;Modryn;Modryn;loren;asrai_cadai;;normal_winter;3;Tal Stornos (U);Kyrtaar;Athel Mythos;Stornia;Kyrenic;Myline;Iefyr;;;;
;2396;2;141;95;Ystin Drakira;Athel Loren;Modryn;Modryn;loren;asrai_cadai;;normal_winter;3;Ystin Drakira (U);Phaerl;Kasdarne;Athel Tasteryn;Tal Doma;Celthine;Tal Faelyn;;;;
;2354;170;33;77;Delliandra;Athel Loren;Tirsyth;Tirsyth;loren;asrai_cadai;;normal_winter;4;Delliandra (U);Calarel;Durvath;Goras;Edhil;Klaern;Malgath;;;;
;2353;128;30;204;Tal Driacha;Athel Loren;Tirsyth;Tirsyth;loren;asrai_cadai;;normal_winter;3;Tal Driacha (U);Tal Maevyn;Sorsasta;Athel Eternos;Hesen;Sant;Olweramur;;;;
;2356;44;39;78;Tal Silvoch;Athel Loren;Tirsyth;Tirsyth;loren;asrai_cadai;;normal_winter;2;Tal Silvoch (U);Arthwyth;Athel Gormon;Guilott;Aired;Wylchyr;Bakin;;;;
;2355;2;36;205;Tirsyth;Athel Loren;Tirsyth;Tirsyth;loren;asrai_cadai;;normal_winter;3;Tirsyth (U);Nevarth;Elluin;Maeral-sel;Ashera;Mardeiym;Liluth;;;;
;2412;44;189;3;Ystin Vaul;Athel Loren;Torgovann;Torgovann;loren;asrai_cadai;;normal_winter;3;Tal Korvaine (U);Ystin Vaul (T) { holy_site = asrai_cadai };Nhamashal;Tal Arlayna;Thyren;Lyeecia;Merlara;;;;
;2411;2;186;130;Tal Dovar;Athel Loren;Torgovann;Torgovann;loren;asrai_cadai;;normal_winter;3;Tal Dovar (U);Athel Lorelei;Gyth;Kellam;Afransar;Ninesse;Tal Nyathria;;;;
;2414;128;195;4;Durthu;Athel Loren;Torgovann;Torgovann;loren;asrai_cadai;;normal_winter;4;Durthu (U);Sylon;Luebos;Tal Poruun;Mylran;Entael;Stynneth;;;;
;2413;86;192;131;Callach-mor;Athel Loren;Torgovann;Callach-mor;loren;asrai_cadai;;normal_winter;2;Callach-mor (U);Tal Lenanne;Vulred;Ilyana;Tal Nythanthas;Tal Vandam;Eloimaith;;;;
;2410;170;183;2;Myrga;Athel Loren;Torgovann;Callach-mor;loren;asrai_cadai;;normal_winter;3;Myrga (U);Gwelgoth;Sturn;Leojym;Tal Hylat;Anoran;Malruthiia;;;;
;2409;128;180;129;Cromlech Cadai;Athel Loren;Torgovann;Callach-mor;loren;asrai_cadai;;normal_winter;3;Cromlech Cadai (U);Flolot;Nimue;Tal Evaroth;Tal Elora;Mamor;Tal Falenas;;;;
;2370;44;69;83;Findol;Athel Loren;Wydrioth;Wydrioth;loren;asrai_cadai;;normal_winter;5;Findol (U);Kandoth;Blailydd;Cywain;Fymaet;Taranath;Tal Jonik;;;;
;2372;170;0;7;Sylamel;Athel Loren;Wydrioth;Wydrioth;loren;asrai_cadai;;normal_winter;4;Sylamel (U);Injros-mar;Athel Almar;Avaerisoth;Fentalos;Tal Llalyn;Arthion;;;;
;2369;2;66;210;Tal Jul-finel;Athel Loren;Wydrioth;Wydrioth;loren;asrai_cadai;;normal_winter;3;Tal Jul-finel (U);Aathenor;Celine;Tal Briaene;Selrenuth;Dinadure;Athel Korvoss;;;;
;2366;86;57;81;Tal Varigan;Athel Loren;Wydrioth;Wydrioth;loren;asrai_cadai;;normal_winter;3;Tal Varigan (U);Astoflour;Ashtone;Antiga;Cuned;Rathal;Ommaen;;;;
;2367;128;60;209;Cader Donam;Athel Loren;Wydrioth;Atharath;loren;asrai_cadai;;normal_winter;4;Cader Donam (U);Tal Celthalas;Ashen;Ulstar;Yvess;Korhal;Araenatheas;;;;
;2368;170;63;82;Eomain Tarn;Athel Loren;Wydrioth;Atharath;loren;asrai_cadai;;normal_winter;2;Eomain Tarn (U);Tal Bohem;Tal Eathkadi;Gueneve;Evadeam;Tal Faesten;Celtrin-ser;;;;
;2371;128;210;134;Sceolath-mar;Athel Loren;Wydrioth;Atharath;loren;asrai_cadai;;normal_winter;3;Sceolath-mar (U);Jandar (T);Athel Broelvar;Athel Fae;Blaen-mar;Esylda;Hamane-mara;;;;
;844;168;189;22;Bastonne;Bretonnia;Bastonne;Bastonne;breton;grail;farmlands;normal_winter;5_7;Château Bastonne (B);Bastonne (C);Baux (C);Marmin (B);Médème (T);Amargueuse;Joyaux;;;;
BRETONNIA;938;44;69;133;Garamont;Bretonnia;Bastonne;Bastonne;breton;grail;;normal_winter;5;Château Garamont (B);Garamont (C);Carlemont (B);Montcadas (T);Noireville;;;;;;
;939;86;72;6;Sangasse;Bretonnia;Bastonne;Bastonne;breton;grail;;normal_winter;5;Sangasse (B);Sangasseville (C);Château d'Epré (B);Parthillon (T);Epré;;;;;;
;841;42;180;148;Soudarre;Bretonnia;Bastonne;Bastonne;breton;grail;;normal_winter;4;Soudé (B);Bravenac (C);Astillon (B);Turdôme;;;;;;;
;842;84;183;21;Beaujolais;Bretonnia;Bastonne;Ançon;breton;grail;;normal_winter;4;Maulan (B);Beauclerc (T);Thibaudon (B);Vendaine;;;;;;;
;845;0;192;150;Foucault;Bretonnia;Bastonne;Ançon;breton;grail;;normal_winter;4;Foucault (U);Milard (T);Montalbau;Signe;;;;;;;
;846;42;195;23;Gastix;Bretonnia;Bastonne;Châlons;breton;grail;;normal_winter;4;Gastix (U);The Humble Chapel (T) { holy_site = grail };Lautrec;Ogié;;;;;;;
;847;84;198;151;Châlons;Bretonnia;Bastonne;Châlons;orc_main;greenskin_gods;;normal_winter;4;Champebourg (U);Maisonrie;Sainte-Chapelle (T);Issoroux;;;;;;;
;843;126;186;149;Toussaint;Bretonnia;Bastonne;Toussaint;breton;grail;;normal_winter;4;Toussaint (B);Chablis (C);Ségovie;Lochal;;;;;;;
;840;0;177;20;Yquem;Bretonnia;Bastonne;Toussaint;breton;grail;;normal_winter;4;Yquem (B);Larrard (C);Chapelle-la-Dame (T);Bourg-le-Roi;;;;;;;
;861;168;153;87;Aquitaine;Bretonnia;Aquitaine;Aquitaine;gascon;grail;;normal_winter;5_7;Aquit (B);Aquitaine (C);Quérigueux (C);Lac de Tranquillité (T) { holy_site = grail };Aulny (T);Castelfauchard;La Fontelle;;;;
;858;42;144;213;Anjarlac;Bretonnia;Aquitaine;Aquitaine;gascon;grail;;normal_winter;5;Château du Mainse (B);Anjarre (T);Derrevin (C);Ladamme;Grisances;;;;;;
;857;0;141;85;Elbiq;Bretonnia;Aquitaine;Aquitaine;gascon;grail;;normal_winter;5;Château d'Elbiq (B);Elbiq (T);Limars (B);Lottes;Quernès;;;;;;
;859;84;147;86;Rennaille;Bretonnia;Aquitaine;Eprenois;gascon;grail;;normal_winter;5;Combeferre (B);Rohes (T);Fergerac;Garlande;Savie;;;;;;
;860;126;150;214;Epee;Bretonnia;Aquitaine;Eprenois;gascon;grail;;normal_winter;5;Epee (B);Giscard (C);Bordet (B);Cherbourg;Drengaut;;;;;;
;856;168;138;212;Vignoble;Bretonnia;Aquitaine;Eprenois;gascon;grail;;normal_winter;4;Ybrain (B);Tintagel (T);Fiers-du-Lac (T);Genoie;;;;;;;
;815;0;102;135;Artois;Bretonnia;Artois;Artois;armoric;grail;;normal_winter;5;Castel Artois (B);Artois (C);Arnîmes (T);Tarjou (B);The Bitter Convent;La Montrémouille;;;;;
;816;42;105;8;Larret;Bretonnia;Artois;Artois;armoric;grail;;normal_winter;4;Larret (B);Bourvan (C);Nieminges (B);Roanne;;;;;;;
;818;126;111;9;Arden;Bretonnia;Artois;Arden;armoric;grail;;normal_winter;4;Marçalon (B);Broceliande (T);La Fôretesse (B);Carnaut;;;;;;;
;817;84;108;136;Uexin;Bretonnia;Artois;Arden;armoric;grail;;normal_winter;4;Château Uesin (B);The Weeping Chapel (T);Graalbourg (B);Le Ruy;;;;;;;
;828;126;141;14;Yremois;Bretonnia;Artois;Arden;armoric;grail;;normal_winter;4;Yremy (B);Bosquieu (C);Fonté;Le Châtre;;;;;;;
;837;84;168;146;Bordeleaux;Bretonnia;Bordeleaux;Bordeleaux;gascon;grail;;normal_winter;6_7;Bordeleaux (B);Sauvignon (C);Chardonnay (B);Cognac (T);La Brandasse (B);Champaine (B);Cavas;;;;
;839;168;174;147;Laors;Bretonnia;Bordeleaux;Bordeleaux;breton;grail;;normal_winter;4;Laors (B);Cahoux (T);Vancey;Charlebourg;;;;;;;
;917;42;199;78;L'île Tranquille;Bretonnia;Bordeleaux;Bordeleaux;gascon;grail;;normal_winter;2;Villa Tranquille (B);Pineau;;;;;;;;;
;834;168;159;17;Tremonge;Bretonnia;Bordeleaux;Bordeleaux;gascon;grail;;normal_winter;5;Trémure (B);Vantes (T);Thouléon (B);Doubourg;Soire;;;;;;
;836;42;165;18;Feuilly;Bretonnia;Bordeleaux;Alemôges;gascon;grail;;normal_winter;3;Feuilly (B);Château Éponine (B);Demoise;;;;;;;;
;838;126;171;19;Cabernet;Bretonnia;Bordeleaux;Alemôges;gascon;grail;;normal_winter;4;Château Caberne (U);Javert;Valjean (T);Thénardier;;;;;;;
;835;0;162;145;Rèves;Bretonnia;Bordeleaux;Alemôges;gascon;grail;;normal_winter;4;Turris Vigilans (B);Rèves (B);Leurs (T);Alenfront;;;;;;;
;865;126;165;89;Brionne;Bretonnia;Brionne;Brionne;gascon;grail;;normal_winter;5;Brionne (B);Encamp (B);Sabiant (T);Cidatelle (T);Enguerraux;Ouessant;;;;;
;862;0;156;215;Angour;Bretonnia;Brionne;Brionne;gascon;grail;;normal_winter;4;Anges (B);Dijors (T);Chaston (B);Roueborne;;;;;;;
;866;168;168;217;Gransette;Bretonnia;Brionne;Brionne;gascon;grail;;normal_winter;4;Brassens (C);Château Gransette (B);Castel Brel;Mitterrand;;;;;;;
;863;42;159;88;Lusidreux;Bretonnia;Brionne;Brionne;gascon;grail;;normal_winter;5;Lusidreux (B);Corvignan (T);Maux (B);La Vérénée;Chamonix;;;;;;
;867;0;171;90;Muret;Bretonnia;Brionne;Brionne;gascon;grail;;normal_winter;4;Muret (T);Peirès (T);Toursimon;L'Aigle;;;;;;;
;893;43;36;3;Aix;Bretonnia;Carcassonne;Aix;carcassian;grail;;normal_winter;4;Aix-le-Comte (B);Villefranche (C);Pierrole;Colonce;;;;;;;
;902;1;63;135;Foivaux;Bretonnia;Carcassonne;Aix;carcassian;grail;;normal_winter;4;Roncesaille (T);Pax (B);Tarbal;Calun;;;;;;;
;901;169;60;7;Naverre;Bretonnia;Carcassonne;Aix;carcassian;grail;;normal_winter;4;Agden (B);Pampelune (C);Sorneige;Baynal;;;;;;;
;892;1;33;130;Servillon;Bretonnia;Carcassonne;Aix;carcassian;grail;;normal_winter;3;Servillon (B);Muscance (T);Salagou;;;;;;;;
;894;43;96;13;Carcassonne;Bretonnia;Carcassonne;Carcassonne;carcassian;grail;;normal_winter;4_6;Carcassonne (B);Castres (C);Albi (B);Lavaur-du-Graal (T);Narsonne;Mayogne;;;;;
;895;127;42;4;Brussergue;Bretonnia;Carcassonne;Carcassonne;carcassian;grail;;normal_winter;5;Brusse (T);Tourasque (T);Balamoir (B);Calotte;Sombrac;;;;;;
;900;127;57;134;Charboneau;Bretonnia;Carcassonne;Charboneau;beastman_main;chaos;;normal_winter;5;Charboneau (B);Montdaure (C);Charlebois;Avranches;Aujon;;;;;;
;915;85;39;131;Loren Pass;Bretonnia;Carcassonne;Charboneau;beastman_main;chaos;;normal_winter;3;Salignac La Rouge (B);Lyançon (T);Maison-la-Dame;;;;;;;;
;899;1;93;140;Marguilles;Bretonnia;Carcassonne;Glanborielle;beastman_main;chaos;;normal_winter;4;Marguilles (B);Maisemane (C);Chausefort (B);Chermercy;;;;;;;
;897;1;48;5;Forac;Bretonnia;Carcassonne;Glanborielle;beastman_main;chaos;;normal_winter;4;Forac (B);Hérat (B);Marasque;Lillebourg;;;;;;;
;905;127;72;9;Paillole;Bretonnia;Carcassonne;Glanborielle;beastman_main;chaos;;normal_winter;3;Paillole (B);Montbélion;Bois-Gisbert;;;;;;;;
;898;43;51;133;Sammergall;Bretonnia;Carcassonne;Glanborielle;beastman_main;chaos;;normal_winter;4;Sammergall Fort (B);Maisondun (C);Severel;Coutançal;;;;;;;
;903;43;66;8;Morency;Bretonnia;Carcassonne;Morency;carcassian;grail;;normal_winter;4;Morency (B);Gommery (B);Aumanches;Seu;;;;;;;
;896;169;45;132;Embrun;Bretonnia;Carcassonne;Morency;carcassian;grail;;normal_winter;4;Embrun (B);Cassiel (T);La Maisonrie;Marange;;;;;;;
;904;85;69;136;Tasselonne;Bretonnia;Carcassonne;Morency;carcassian;grail;;normal_winter;4;Tasselonne (B);Romny (B);Narpellier;Mortaux;;;;;;;
;810;0;87;5;Couronne;Bretonnia;Couronne;Couronne;nortagnese;grail;farmlands;normal_winter;5_7;Hauteville (B);Couronne (C);Verena Capitularium (T) { holy_site = shallyan };Grand Chapel (T) { holy_site = grail };Castel-le-Vicomte (B);Corlun;Pontmagnac;;;;
;814;168;99;7;Langreuil;Bretonnia;Couronne;Couronne;nortagnese;grail;;normal_winter;4;Langreuil (B);Sège-de-la-Dame (T);Vergirac (B);Selignan;;;;;;;
;813;126;96;134;Nesleaux;Bretonnia;Couronne;Couronne;nortagnese;grail;;normal_winter;4;Nesle (T);Carduel (B);Chapelle-Seigneure;Herment;;;;;;;
;909;0;126;210;Saar;Bretonnia;Couronne;Franchélande;orc_main;greenskin_gods;;normal_winter;3;Saar (U);Huuzel;Sallizès;;;;;;;;
;908;84;132;211;Lower Vale of Florida;Bretonnia;Couronne;Franchélande;orc_main;greenskin_gods;;normal_winter;3;Troucy (U);Bar-la-Dame (T);La Maisontenay;;;;;;;;
;217;84;12;136;Brabois;Bretonnia;Couronne;La Marche;nortagnese;grail;;normal_winter;3;Talteuille (U);Radeburg;Reric;;;;;;;;
;812;84;93;6;Thorn;Bretonnia;Couronne;La Marche;nortagnese;grail;;normal_winter;4;Thorn (B);Soignac (T);Lisieux (T);Vicaut;;;;;;;
;808;126;81;4;Normagne;Bretonnia;Couronne;Normagne;nortagnese;grail;;normal_winter;4;Tourroux (B);Sintrac (T);Abbaie Blanche;Dampierre;;;;;;;
;809;168;84;132;Chantillon;Bretonnia;Couronne;Normagne;nortagnese;grail;;normal_winter;4;Chantillon (B);Euresbourg (C);Tennisson;Baux-le-Clôitre;;;;;;;
;807;84;78;131;Dun;Bretonnia;Couronne;Normagne;nortagnese;grail;;normal_winter;4;Dun (B);Bloch (T);Lefèvre;Braudel;;;;;;;
;811;42;90;133;Tintannil;Bretonnia;Couronne;Normagne;nortagnese;grail;;normal_winter;4;Tintannil (B);Cardonac (C);Beaulys (T);Sennais;;;;;;;
;805;0;72;130;Rouard;Bretonnia;Couronne;Quierzy;nortagnese;grail;;normal_winter;4;Rouard (B);Montsagnant (B);Estagne (B);Lencastel;;;;;;;
;806;42;75;3;Eux;Bretonnia;Couronne;Quierzy;nortagnese;grail;;normal_winter;4;Hendaye (B);Rochefort (C);Alençon (T);Joignal;;;;;;;
;833;126;156;144;Gisoreux;Bretonnia;Gisoreux;Gisoreux;gisoren;grail;;normal_winter;5_6;Gisoreux (B);Galençay (T);Vaucou-les-Chevaliers (B);Ceurs (C);Mélonge (T);Forquelone;;;;;
;914;84;145;161;Gisoreux Gap;Bretonnia;Gisoreux;Gisoreux;gisoren;grail;;normal_winter;4;Château Desfleuve (B);Verdemont (T);Castenay;Vaudenancy;;;;;;;
;832;84;153;16;Graçay;Bretonnia;Gisoreux;Gisoreux;gisoren;grail;;normal_winter;4;Grasse (B);Valins (T);Tierçay (B);Cornes;;;;;;;
;910;42;129;83;Gruyon;Bretonnia;Gisoreux;Gisoreux;bourgon;grail;;normal_winter;4;Soyons (U);Dammartin (T);Clervais;Gruyère;;;;;;;
;912;84;10;26;Valoigne;Bretonnia;Gisoreux;Gisoreux;bourgon;grail;;normal_winter;4;Château-Valis (B);Crépis (T);Brie-la-Gentile (B);Manau;;;;;;;
;827;84;138;141;Frondée;Bretonnia;Gisoreux;Grisoeurs;gisoren;grail;;normal_winter;3;Sablenay (T);Salignac (C);Maisongraal;;;;;;;;
;830;0;147;15;Beaussons;Bretonnia;Gisoreux;Grisoeurs;gisoren;grail;;normal_winter;5;Beaussons (U);Radès (T);Queim;Nolla;Roucis;;;;;;
;907;1;78;10;Upper Vale of Florida;Bretonnia;Gisoreux;Grisoeurs;orc_main;greenskin_gods;;normal_winter;3;Château Florian (U);Jurenne;Lanterre;;;;;;;;
;829;168;144;142;Guerac;Bretonnia;Gisoreux;Guerac;gisoren;grail;;normal_winter;4;Château Guerac (B);Circle de Guerac (T);Sable (T);Meillant;;;;;;;
;831;42;150;143;Triers;Bretonnia;Gisoreux;Guerac;gisoren;grail;;normal_winter;4;Triers (B);Raveris (C);Orsillac;Guissans;;;;;;;
;799;168;54;227;L'Anguille;Bretonnia;L'Anguille;L'Anguille;nortagnese;grail;;normal_winter;5_7;L'Anguille (B);Dauphinac (C);Cove (T) { holy_site = manannite };Cigognac (C);Eret (B);Barran;Toulon;;;;
;790;0;27;95;Erguian;Bretonnia;L'Anguille;L'Anguille;nortagnese;grail;;normal_winter;4;Ergy (B);Hirès (T);Carlion;Cazus;;;;;;;
;800;0;57;0;Frégunerre;Bretonnia;L'Anguille;L'Anguille;nortagnese;grail;;normal_winter;3;Frégune (B);Montgland;Saintard;;;;;;;;
;804;168;69;2;Rennais;Bretonnia;L'Anguille;Armagne;nortagnese;grail;;normal_winter;3;Rennesse (B);Bruleaux (T);Carette;;;;;;;;
;801;42;60;128;Gânet;Bretonnia;L'Anguille;Armagne;nortagnese;grail;;normal_winter;4;Gânet (T);Caradue (B);Lesaffre (B);Audony;;;;;;;
;803;126;66;129;Havresse;Bretonnia;L'Anguille;Armagne;nortagnese;grail;;normal_winter;5;Gresgar (B);Chimay (T);Tourrebourg (T);Vareic;Joie-la-Dame;;;;;;
;802;84;63;1;Sanz;Bretonnia;L'Anguille;Armagne;nortagnese;grail;;normal_winter;4;Sanz (B);Melis (C);Ferragus;Savuile;;;;;;;
;794;168;39;97;Lyonesse;Bretonnia;Lyonesse;Lyonesse;armoric;grail;;normal_winter;5_7;Lyonesse (B);Avalot (C);Ellys (T);Landri (T) { holy_site = grail };Reynes (B);Scilly;Charybde;;;;
;940;128;75;134;Outremer;Bretonnia;Lyonesse;Lyonesse;armoric;grail;;normal_winter;5;Petit Lyonesse (B);Avallon (C);Manannán (T);Marinparc;Perlesvaus;;;;;;
;792;84;33;96;Rocheil;Bretonnia;Lyonesse;Armorique;armoric;grail;;normal_winter;5;Barley Motte (B);Rocheil (C);Suddene (T);Lemasson;La Paillade;;;;;;
;793;126;36;224;Moulinsard;Bretonnia;Lyonesse;Armorique;armoric;grail;;normal_winter;4;Moulinsard (B);Oréal (C);Blanchaise;Les Arceaux;;;;;;;
;789;168;24;222;Ys;Bretonnia;Lyonesse;Armorique;nortagnese;grail;;normal_winter;5;Ys (B);Nez (C);Le Mevre;Soreil;Carnas;;;;;;
;798;126;51;99;Senlou;Bretonnia;Lyonesse;Grand Senlou;armoric;grail;;normal_winter;3;Portsall (B);Leuars (T);Sonteil;;;;;;;;
;796;42;45;98;Chastillon;Bretonnia;Lyonesse;Grand Senlou;armoric;grail;;normal_winter;3;Chastillon (B);Blomagne (B);Pezenance;;;;;;;;
;797;84;48;226;Martonnais;Bretonnia;Lyonesse;Grand Senlou;armoric;grail;;normal_winter;4;Marton (B);Gradlon (C);Limpré;Orcerre;;;;;;;
;795;0;42;225;Caon;Bretonnia;Lyonesse;Pinot;armoric;grail;;normal_winter;4;Caon (B);Antours (T);Dulcine (B);Juvignac;;;;;;;
;791;42;30;223;Chagrin;Bretonnia;Lyonesse;Pinot;armoric;grail;;normal_winter;5;Chagrin (B);Agarthe (B);Camellon (T);Sanguenay (B);Le Goff;;;;;;
;855;126;135;84;Montfort;Bretonnia;Montfort;Montfort;bourgon;grail;;normal_winter;4_6;Montfort (B);Montjoie (C);Occam (B);Bergereux;Cantauban;Rocfort (B);;;;;
;852;85;84;11;Beaix;Bretonnia;Montfort;Montfort;bourgon;grail;;normal_winter;4;Chateauclair (B);Lourde-de-Lys (C);Tous;Coix;;;;;;;
;853;127;87;139;Roderre;Bretonnia;Montfort;Montfort;bourgon;grail;;normal_winter;3;Ux (C);Larne (B);Sigorlin;;;;;;;;
;848;0;3;225;Gamay;Bretonnia;Montfort;Montmagnac;bourgon;grail;;normal_winter;4;Tharravil (B);Gamelin (C);Fourier (B);Chateaudreux;;;;;;;
;849;126;201;24;Galisson;Bretonnia;Montfort;Montmagnac;bourgon;grail;;normal_winter;4;Galisson (T);Lomée (C);Trestayne (B);Digne;;;;;;;
;850;168;96;42;Lorsace;Bretonnia;Montfort;Montmagnac;bourgon;grail;;normal_winter;4;Nantebourg (B);Strancy (C);Betz (B);Mardun;;;;;;;
;851;84;9;226;Tura;Bretonnia;Montfort;Montmagnac;bourgon;grail;;normal_winter;4;Chasançon (B);Besalogne (C);Ramse;Notre-Dame-du-Lys;;;;;;;
;826;42;135;13;Mousillon;Bretonnia;Mousillon;Mousillon;mousillonian;grail;;normal_winter;4_6;Palais Damné (B);Chapel Mousillon (T) { holy_site = taalite | holy_site = shallyan };Quartier du Sud (C);Quartier Des Ponts (C);Donlet;Grismerie;;;;;
;823;126;126;139;Dras;Bretonnia;Mousillon;Mousillon;mousillonian;grail;;normal_winter;4;Sigmarsheim (B);Naizon (C);Brignac;Jardins-du-Chagrin;;;;;;;
